"""ID#""",Balance,Tier_Level,Miles_Per_Bonus_Transaction,Overall_Engagement_Score,Cluster
ID#,264685,Gold_Tier,3594,16,1
ID#,260261,Gold_Tier,1573,21,1
ID#,259582,Gold_Tier,182,111,4
ID#,259529,Gold_Tier,233,23,1
ID#,259484,Gold_Tier,737,256,4
ID#,258422,Gold_Tier,2865,17,1
ID#,257068,Gold_Tier,1475,14,1
ID#,256219,Gold_Tier,903,193,4
ID#,255797,Gold_Tier,3881,16,0
ID#,253349,Gold_Tier,3830,38,0
ID#,252741,Gold_Tier,1541,49,1
ID#,252520,Gold_Tier,2552,27,1
ID#,252386,Gold_Tier,3060,13,1
ID#,251286,Gold_Tier,0,0,1
ID#,248738,Gold_Tier,500,1,1
ID#,247743,Gold_Tier,2564,30,1
ID#,245758,Gold_Tier,687,24,1
ID#,245731,Gold_Tier,980,35,1
ID#,245045,Gold_Tier,1564,26,1
ID#,245021,Gold_Tier,909,25,1
ID#,244216,Gold_Tier,2797,14,1
ID#,242910,Gold_Tier,5774,28,0
ID#,242062,Gold_Tier,284,18,1
ID#,242018,Gold_Tier,1016,23,1
ID#,241918,Gold_Tier,3149,13,1
ID#,241165,Gold_Tier,566,23,1
ID#,240904,Gold_Tier,2881,32,1
ID#,240007,Gold_Tier,3340,14,1
ID#,239576,Gold_Tier,1108,12,1
ID#,238868,Gold_Tier,1282,16,1
ID#,238749,Gold_Tier,509,134,4
ID#,238641,Gold_Tier,4131,35,0
ID#,238446,Gold_Tier,1348,138,4
ID#,237093,Gold_Tier,2801,15,1
ID#,236274,Gold_Tier,5126,12,0
ID#,235947,Gold_Tier,248,16,1
ID#,235567,Gold_Tier,1073,15,1
ID#,235422,Gold_Tier,2157,14,1
ID#,235312,Gold_Tier,3542,16,1
ID#,234327,Gold_Tier,1085,48,1
ID#,234308,Gold_Tier,1405,25,1
ID#,233656,Gold_Tier,2995,24,1
ID#,233449,Gold_Tier,1181,18,1
ID#,233057,Gold_Tier,9349,11,0
ID#,232194,Gold_Tier,2715,17,1
ID#,232171,Gold_Tier,741,50,1
ID#,231437,Gold_Tier,1202,66,1
ID#,230715,Gold_Tier,2003,12,1
ID#,229744,Gold_Tier,1964,55,1
ID#,229576,Gold_Tier,475,199,4
ID#,229397,Gold_Tier,1759,13,1
ID#,228829,Gold_Tier,2850,21,1
ID#,228529,Gold_Tier,1763,24,1
ID#,227881,Gold_Tier,3168,13,1
ID#,227776,Gold_Tier,2488,69,1
ID#,226941,Gold_Tier,2633,17,1
ID#,226826,Gold_Tier,4364,31,0
ID#,225802,Gold_Tier,4646,36,0
ID#,225665,Gold_Tier,285,25,1
ID#,224852,Gold_Tier,242,62,1
ID#,224081,Gold_Tier,2673,35,1
ID#,223670,Gold_Tier,2516,53,1
ID#,222312,Gold_Tier,1708,17,1
ID#,222227,Gold_Tier,2723,24,1
ID#,221543,Gold_Tier,2060,35,1
ID#,221432,Gold_Tier,1522,21,1
ID#,220267,Gold_Tier,2125,4,1
ID#,220081,Gold_Tier,2503,31,1
ID#,219387,Gold_Tier,5043,41,0
ID#,219174,Gold_Tier,900,45,1
ID#,218763,Gold_Tier,1941,36,1
ID#,218207,Gold_Tier,2125,4,1
ID#,218191,Gold_Tier,1448,17,1
ID#,217846,Gold_Tier,2459,20,1
ID#,217557,Gold_Tier,5136,39,0
ID#,217130,Gold_Tier,2560,20,1
ID#,216498,Gold_Tier,1795,74,1
ID#,215946,Gold_Tier,212,10,1
ID#,215155,Gold_Tier,3808,15,0
ID#,214674,Gold_Tier,1116,73,1
ID#,213849,Gold_Tier,500,1,1
ID#,213539,Gold_Tier,183,15,1
ID#,213150,Gold_Tier,1373,181,4
ID#,212976,Gold_Tier,1660,12,1
ID#,212051,Gold_Tier,3315,83,1
ID#,212029,Gold_Tier,2271,19,1
ID#,211773,Gold_Tier,775,30,1
ID#,211595,Gold_Tier,406,8,1
ID#,211355,Gold_Tier,936,12,1
ID#,210496,Gold_Tier,375,214,4
ID#,210491,Gold_Tier,2682,18,1
ID#,210350,Gold_Tier,4053,14,0
ID#,210040,Gold_Tier,1982,39,1
ID#,210018,Gold_Tier,3057,16,1
ID#,208825,Gold_Tier,1826,23,1
ID#,208804,Gold_Tier,1813,41,1
ID#,208519,Gold_Tier,673,26,1
ID#,207655,Gold_Tier,2547,31,1
ID#,207545,Gold_Tier,327,154,4
ID#,207395,Gold_Tier,3288,27,1
ID#,207311,Gold_Tier,837,277,4
ID#,207021,Gold_Tier,900,14,1
ID#,206648,Gold_Tier,320,126,4
ID#,206287,Gold_Tier,564,30,1
ID#,206155,Gold_Tier,1673,17,1
ID#,205651,Gold_Tier,191,61,1
ID#,205523,Gold_Tier,1620,40,1
ID#,205292,Gold_Tier,420,13,1
ID#,205219,Gold_Tier,1597,19,1
ID#,205126,Gold_Tier,2814,145,4
ID#,204693,Gold_Tier,1031,5,1
ID#,204582,Gold_Tier,333,14,1
ID#,203353,Gold_Tier,1076,93,1
ID#,202636,Gold_Tier,3800,5,0
ID#,202168,Gold_Tier,692,18,1
ID#,201346,Gold_Tier,2929,74,1
ID#,201259,Gold_Tier,1198,34,1
ID#,200963,Gold_Tier,1541,14,1
ID#,200089,Gold_Tier,3572,41,1
ID#,199956,Gold_Tier,0,0,1
ID#,199418,Gold_Tier,656,129,4
ID#,199273,Gold_Tier,4175,14,0
ID#,198859,Gold_Tier,1275,24,1
ID#,198317,Gold_Tier,3857,16,0
ID#,198137,Gold_Tier,1050,16,1
ID#,197973,Gold_Tier,5167,34,0
ID#,197673,Gold_Tier,3262,15,1
ID#,197328,Gold_Tier,5037,12,0
ID#,197239,Gold_Tier,2136,45,1
ID#,196967,Gold_Tier,1040,237,4
ID#,196922,Gold_Tier,2231,18,1
ID#,196175,Gold_Tier,2606,13,1
ID#,196093,Gold_Tier,4666,3,0
ID#,196079,Gold_Tier,2709,21,1
ID#,195754,Gold_Tier,2463,130,4
ID#,195563,Gold_Tier,1285,13,1
ID#,194949,Gold_Tier,778,113,4
ID#,194906,Gold_Tier,1698,24,1
ID#,194875,Gold_Tier,1258,36,1
ID#,194816,Gold_Tier,832,145,4
ID#,194604,Gold_Tier,660,10,1
ID#,194576,Gold_Tier,2582,26,1
ID#,194111,Gold_Tier,411,180,4
ID#,194074,Gold_Tier,2083,6,1
ID#,193976,Gold_Tier,774,14,1
ID#,193818,Gold_Tier,1255,13,1
ID#,193547,Gold_Tier,295,12,1
ID#,192889,Gold_Tier,2100,5,1
ID#,192334,Gold_Tier,1616,61,1
ID#,192246,Gold_Tier,634,15,1
ID#,192108,Gold_Tier,3400,23,1
ID#,192104,Gold_Tier,736,133,4
ID#,192046,Gold_Tier,1054,82,1
ID#,191583,Gold_Tier,1426,18,1
ID#,190730,Gold_Tier,2818,118,4
ID#,190674,Gold_Tier,3156,183,4
ID#,190542,Gold_Tier,943,9,1
ID#,190429,Gold_Tier,2500,41,1
ID#,190295,Gold_Tier,233,15,1
ID#,190285,Gold_Tier,4328,26,0
ID#,190208,Gold_Tier,976,98,1
ID#,189784,Gold_Tier,1970,58,1
ID#,189423,Gold_Tier,2051,41,1
ID#,189252,Gold_Tier,199,15,1
ID#,189235,Gold_Tier,1024,20,1
ID#,189077,Gold_Tier,2013,37,1
ID#,189054,Gold_Tier,716,255,4
ID#,189053,Gold_Tier,1098,22,1
ID#,188883,Gold_Tier,1833,3,1
ID#,188759,Gold_Tier,1027,3,1
ID#,188703,Gold_Tier,1188,63,1
ID#,188184,Gold_Tier,2474,13,1
ID#,187999,Gold_Tier,1069,289,4
ID#,187462,Gold_Tier,2100,45,1
ID#,186892,Gold_Tier,4880,23,0
ID#,185681,Gold_Tier,831,106,1
ID#,185549,Gold_Tier,2842,199,4
ID#,184805,Gold_Tier,2397,22,1
ID#,184701,Gold_Tier,3509,23,1
ID#,184301,Gold_Tier,496,133,4
ID#,183370,Gold_Tier,2213,104,1
ID#,183303,Gold_Tier,3833,13,0
ID#,182704,Gold_Tier,487,112,4
ID#,182317,Gold_Tier,1146,27,1
ID#,182291,Gold_Tier,1097,22,1
ID#,182228,Gold_Tier,3420,12,1
ID#,181200,Gold_Tier,357,21,1
ID#,181019,Gold_Tier,1227,15,1
ID#,180481,Gold_Tier,732,95,1
ID#,179832,Gold_Tier,910,70,1
ID#,179559,Gold_Tier,1484,32,1
ID#,179472,Gold_Tier,752,15,1
ID#,179433,Gold_Tier,2031,15,1
ID#,179382,Gold_Tier,603,7,1
ID#,179251,Gold_Tier,923,36,1
ID#,179207,Gold_Tier,1173,6,1
ID#,179042,Gold_Tier,501,200,4
ID#,178919,Gold_Tier,1375,17,1
ID#,178733,Gold_Tier,1202,62,1
ID#,178010,Gold_Tier,1375,14,1
ID#,177926,Gold_Tier,1599,13,1
ID#,177785,Gold_Tier,5146,15,0
ID#,177232,Gold_Tier,1137,13,1
ID#,176982,Gold_Tier,255,9,1
ID#,176849,Gold_Tier,700,51,1
ID#,176262,Gold_Tier,1584,18,1
ID#,176090,Gold_Tier,588,69,1
ID#,175501,Gold_Tier,953,226,4
ID#,175461,Gold_Tier,2928,14,1
ID#,175344,Gold_Tier,2113,19,1
ID#,175131,Gold_Tier,3566,15,1
ID#,174910,Gold_Tier,3198,30,1
ID#,174743,Gold_Tier,2288,12,1
ID#,174286,Gold_Tier,658,68,1
ID#,173543,Gold_Tier,3710,25,1
ID#,173191,Gold_Tier,2423,13,1
ID#,172288,Gold_Tier,6687,10,0
ID#,172110,Gold_Tier,929,53,1
ID#,171946,Gold_Tier,685,28,1
ID#,171637,Gold_Tier,537,78,1
ID#,171509,Gold_Tier,728,285,4
ID#,170632,Gold_Tier,1550,3,1
ID#,170309,Gold_Tier,3327,60,1
ID#,170049,Gold_Tier,639,36,1
ID#,169947,Gold_Tier,2292,21,1
ID#,169794,Gold_Tier,1201,39,1
ID#,169546,Gold_Tier,2846,44,1
ID#,169139,Gold_Tier,1900,5,1
ID#,168897,Gold_Tier,1560,44,1
ID#,168886,Gold_Tier,3183,31,1
ID#,168778,Gold_Tier,2853,30,1
ID#,168515,Gold_Tier,1150,4,1
ID#,168246,Gold_Tier,1150,24,1
ID#,167670,Gold_Tier,1223,13,1
ID#,166681,Gold_Tier,4305,25,0
ID#,166638,Gold_Tier,2935,22,1
ID#,166470,Gold_Tier,598,16,1
ID#,166465,Gold_Tier,3290,30,1
ID#,166417,Gold_Tier,2600,11,1
ID#,166199,Gold_Tier,2110,15,1
ID#,165534,Gold_Tier,3961,38,0
ID#,165203,Gold_Tier,1833,20,1
ID#,165144,Gold_Tier,1725,14,1
ID#,164884,Gold_Tier,1957,38,1
ID#,164613,Gold_Tier,853,13,1
ID#,164307,Gold_Tier,1550,14,1
ID#,164222,Gold_Tier,1460,35,1
ID#,164178,Gold_Tier,1535,53,1
ID#,163976,Gold_Tier,2172,58,1
ID#,163964,Gold_Tier,1035,11,1
ID#,163530,Gold_Tier,3559,25,1
ID#,163315,Gold_Tier,277,29,1
ID#,163083,Gold_Tier,425,49,1
ID#,162840,Gold_Tier,3825,15,0
ID#,162521,Gold_Tier,2294,25,1
ID#,162410,Gold_Tier,1188,17,1
ID#,162369,Gold_Tier,2757,25,1
ID#,162365,Gold_Tier,4335,15,0
ID#,161813,Gold_Tier,6347,20,0
ID#,161579,Gold_Tier,366,221,4
ID#,161546,Gold_Tier,1340,26,1
ID#,161453,Gold_Tier,885,44,1
ID#,161396,Gold_Tier,2426,31,1
ID#,161321,Gold_Tier,2840,21,1
ID#,161281,Gold_Tier,790,18,1
ID#,160703,Gold_Tier,2713,12,1
ID#,160572,Gold_Tier,453,28,1
ID#,160447,Gold_Tier,343,25,1
ID#,160114,Gold_Tier,836,616,4
ID#,159109,Gold_Tier,814,84,1
ID#,158986,Gold_Tier,254,14,1
ID#,158895,Gold_Tier,2796,15,1
ID#,158483,Gold_Tier,819,11,1
ID#,157452,Gold_Tier,2517,18,1
ID#,157416,Gold_Tier,4237,16,0
ID#,156885,Gold_Tier,2031,19,1
ID#,156853,Gold_Tier,2687,14,1
ID#,156766,Gold_Tier,865,27,1
ID#,156544,Gold_Tier,3584,13,1
ID#,156230,Gold_Tier,662,58,1
ID#,156219,Gold_Tier,2328,24,1
ID#,156041,Gold_Tier,434,13,1
ID#,155962,Gold_Tier,1031,26,1
ID#,155587,Gold_Tier,765,9,1
ID#,155385,Gold_Tier,1272,12,1
ID#,155278,Gold_Tier,1700,16,1
ID#,154664,Gold_Tier,2238,33,1
ID#,153962,Gold_Tier,4332,21,0
ID#,153747,Gold_Tier,3912,15,0
ID#,153664,Gold_Tier,3268,17,1
ID#,153597,Gold_Tier,3142,18,1
ID#,153554,Gold_Tier,1964,46,1
ID#,153197,Gold_Tier,865,27,1
ID#,153108,Gold_Tier,1843,24,1
ID#,152945,Gold_Tier,3100,26,1
ID#,152881,Gold_Tier,4427,28,0
ID#,152539,Gold_Tier,4712,14,0
ID#,152426,Gold_Tier,1000,46,1
ID#,152421,Gold_Tier,852,30,1
ID#,152367,Gold_Tier,1808,54,1
ID#,152284,Gold_Tier,2027,138,4
ID#,152178,Gold_Tier,2650,25,1
ID#,152063,Gold_Tier,1803,49,1
ID#,151904,Gold_Tier,3057,105,1
ID#,151336,Gold_Tier,1900,46,1
ID#,151301,Gold_Tier,2698,14,1
ID#,151265,Gold_Tier,4697,13,0
ID#,151152,Gold_Tier,649,31,1
ID#,150972,Gold_Tier,900,23,1
ID#,150698,Gold_Tier,2179,60,1
ID#,150312,Gold_Tier,1000,1,1
ID#,150176,Gold_Tier,1764,27,1
ID#,149959,Gold_Tier,1683,91,1
ID#,149733,Gold_Tier,201,13,2
ID#,149678,Gold_Tier,0,0,2
ID#,149305,Gold_Tier,2625,19,1
ID#,149286,Gold_Tier,1404,160,4
ID#,149285,Gold_Tier,1204,73,1
ID#,149167,Gold_Tier,3732,13,0
ID#,148976,Gold_Tier,883,23,1
ID#,148915,Gold_Tier,1470,36,1
ID#,148691,Gold_Tier,1000,23,1
ID#,148318,Gold_Tier,2327,42,1
ID#,148086,Gold_Tier,2325,14,1
ID#,148053,Gold_Tier,5125,12,0
ID#,147862,Gold_Tier,3198,14,1
ID#,147822,Gold_Tier,2359,18,1
ID#,147770,Gold_Tier,2081,71,1
ID#,147596,Gold_Tier,1009,199,4
ID#,147472,Gold_Tier,1290,16,1
ID#,147128,Gold_Tier,1276,57,1
ID#,147090,Gold_Tier,1145,191,4
ID#,146599,Gold_Tier,1028,36,1
ID#,146263,Gold_Tier,993,31,1
ID#,146248,Gold_Tier,725,34,1
ID#,146232,Gold_Tier,4409,29,0
ID#,146173,Gold_Tier,815,17,1
ID#,146097,Gold_Tier,432,16,1
ID#,146086,Gold_Tier,408,187,4
ID#,146014,Gold_Tier,1550,47,1
ID#,145993,Gold_Tier,5593,27,0
ID#,145868,Gold_Tier,3392,58,1
ID#,145750,Gold_Tier,915,12,1
ID#,145726,Gold_Tier,1267,15,1
ID#,145723,Gold_Tier,3741,16,0
ID#,145233,Gold_Tier,1873,35,1
ID#,145214,Gold_Tier,875,14,1
ID#,145074,Gold_Tier,2000,4,1
ID#,145072,Gold_Tier,3750,4,0
ID#,144973,Gold_Tier,1693,14,1
ID#,144848,Gold_Tier,2470,15,1
ID#,144697,Gold_Tier,2000,1,1
ID#,144570,Gold_Tier,3270,15,1
ID#,144525,Gold_Tier,708,4,1
ID#,144171,Gold_Tier,2213,15,1
ID#,143967,Gold_Tier,667,11,1
ID#,143566,Gold_Tier,1000,35,1
ID#,143481,Gold_Tier,3059,15,1
ID#,143441,Gold_Tier,2165,27,1
ID#,143378,Gold_Tier,750,34,1
ID#,143200,Gold_Tier,2851,38,1
ID#,143080,Gold_Tier,1167,208,4
ID#,142989,Gold_Tier,1872,24,1
ID#,142929,Gold_Tier,1775,23,1
ID#,142810,Gold_Tier,2000,4,1
ID#,142729,Gold_Tier,0,0,2
ID#,142527,Gold_Tier,512,287,4
ID#,142244,Gold_Tier,948,13,1
ID#,142175,Gold_Tier,1702,22,1
ID#,142152,Gold_Tier,1497,13,1
ID#,141813,Gold_Tier,2838,14,1
ID#,141594,Gold_Tier,1910,16,1
ID#,141554,Gold_Tier,2779,35,1
ID#,141491,Gold_Tier,10510,6,0
ID#,140918,Gold_Tier,2180,32,1
ID#,140914,Gold_Tier,0,0,2
ID#,140866,Gold_Tier,935,17,1
ID#,140544,Gold_Tier,340,13,2
ID#,140527,Gold_Tier,250,14,2
ID#,140511,Gold_Tier,2006,16,1
ID#,140398,Gold_Tier,4538,66,0
ID#,139983,Gold_Tier,720,44,1
ID#,139982,Gold_Tier,2416,6,1
ID#,139897,Gold_Tier,752,38,1
ID#,139882,Gold_Tier,3139,15,1
ID#,139849,Gold_Tier,1329,15,1
ID#,139664,Gold_Tier,4550,14,0
ID#,139423,Gold_Tier,2166,55,1
ID#,139298,Gold_Tier,0,0,2
ID#,139032,Gold_Tier,1150,57,1
ID#,138999,Gold_Tier,2197,69,1
ID#,138512,Gold_Tier,2008,25,1
ID#,138411,Gold_Tier,3845,14,0
ID#,138368,Gold_Tier,5281,13,0
ID#,138332,Gold_Tier,3990,17,0
ID#,138254,Gold_Tier,2677,9,1
ID#,138020,Gold_Tier,437,15,1
ID#,138020,Gold_Tier,967,27,1
ID#,138008,Gold_Tier,2441,24,1
ID#,137908,Gold_Tier,3037,19,1
ID#,137843,Gold_Tier,1892,34,1
ID#,137778,Gold_Tier,1086,18,1
ID#,137760,Gold_Tier,4996,13,0
ID#,137402,Gold_Tier,158,36,2
ID#,137371,Gold_Tier,829,46,1
ID#,137134,Gold_Tier,4637,20,0
ID#,137076,Gold_Tier,2553,64,1
ID#,136732,Gold_Tier,4377,20,0
ID#,136664,Gold_Tier,2401,15,1
ID#,136161,Gold_Tier,402,15,2
ID#,136104,Gold_Tier,1352,131,4
ID#,135828,Gold_Tier,1231,48,1
ID#,135770,Gold_Tier,940,35,1
ID#,135568,Gold_Tier,1907,21,1
ID#,135567,Gold_Tier,730,35,1
ID#,135488,Gold_Tier,3611,16,1
ID#,135408,Gold_Tier,4148,25,0
ID#,135374,Gold_Tier,1083,42,1
ID#,135168,Gold_Tier,1822,36,1
ID#,135149,Gold_Tier,805,189,4
ID#,134937,Gold_Tier,500,1,2
ID#,134882,Gold_Tier,1122,14,1
ID#,134650,Gold_Tier,2366,37,1
ID#,134601,Gold_Tier,0,0,2
ID#,134501,Gold_Tier,1870,52,1
ID#,134457,Gold_Tier,1113,14,1
ID#,134346,Gold_Tier,5567,18,0
ID#,134318,Gold_Tier,111,13,2
ID#,134060,Gold_Tier,3585,13,1
ID#,133954,Gold_Tier,2092,48,1
ID#,133853,Gold_Tier,4866,14,0
ID#,133831,Gold_Tier,100,11,2
ID#,133445,Gold_Tier,259,13,2
ID#,133370,Gold_Tier,2461,18,1
ID#,133351,Gold_Tier,1958,263,4
ID#,133309,Gold_Tier,1845,13,1
ID#,133264,Gold_Tier,3527,21,1
ID#,133143,Gold_Tier,3117,24,1
ID#,133052,Gold_Tier,1161,15,1
ID#,133002,Gold_Tier,746,31,1
ID#,132910,Gold_Tier,1642,56,1
ID#,132894,Gold_Tier,2302,15,1
ID#,132871,Gold_Tier,100,23,2
ID#,132555,Gold_Tier,799,41,1
ID#,132335,Gold_Tier,2162,14,1
ID#,132256,Gold_Tier,626,54,1
ID#,132132,Gold_Tier,1135,58,1
ID#,131992,Gold_Tier,781,16,1
ID#,131960,Gold_Tier,2010,8,1
ID#,131755,Gold_Tier,2331,16,1
ID#,131635,Gold_Tier,6701,9,0
ID#,131621,Gold_Tier,898,141,4
ID#,131618,Gold_Tier,2904,16,1
ID#,131554,Gold_Tier,4329,15,0
ID#,131528,Gold_Tier,609,27,1
ID#,131424,Gold_Tier,4201,24,0
ID#,131366,Gold_Tier,750,12,1
ID#,131306,Gold_Tier,2141,15,1
ID#,131125,Gold_Tier,453,21,1
ID#,130920,Gold_Tier,1514,80,1
ID#,130761,Gold_Tier,3494,15,1
ID#,130748,Gold_Tier,1770,107,1
ID#,130595,Gold_Tier,0,0,2
ID#,130364,Gold_Tier,4138,25,0
ID#,130356,Gold_Tier,150,11,2
ID#,129972,Gold_Tier,837,28,1
ID#,129919,Gold_Tier,1430,25,1
ID#,129887,Gold_Tier,2681,40,1
ID#,129871,Gold_Tier,717,22,1
ID#,129866,Gold_Tier,2205,30,1
ID#,129412,Gold_Tier,2976,21,1
ID#,129298,Gold_Tier,1939,15,1
ID#,128927,Gold_Tier,4368,14,0
ID#,128676,Gold_Tier,2833,3,1
ID#,128664,Gold_Tier,2768,26,1
ID#,128620,Gold_Tier,645,12,1
ID#,128456,Gold_Tier,2504,28,1
ID#,128302,Gold_Tier,4133,52,0
ID#,128213,Gold_Tier,612,23,1
ID#,127835,Gold_Tier,2509,21,1
ID#,127807,Gold_Tier,1067,46,1
ID#,127768,Gold_Tier,3107,31,1
ID#,127693,Gold_Tier,1158,15,1
ID#,127588,Gold_Tier,1027,11,1
ID#,127297,Gold_Tier,709,12,1
ID#,127199,Gold_Tier,183,14,2
